REPORTE DE VACUNACIÓN COVID-19
Fecha de generación: 21/8/2025 18:56:04
================================

RESUMEN EJECUTIVO:
- Total ciudadanos: 500
- No vacunados: 350 (70,0%)
- Con esquema completo: 114 (22,8%)
- Solo Pfizer: 75
- Solo AstraZeneca: 75

CIUDADANOS NO VACUNADOS (350 registros):
-------------------------------------------
ID: 1, Nombre: Ciudadano 1, Cédula: 1700000001
ID: 55, Nombre: Ciudadano 55, Cédula: 1700000055
ID: 170, Nombre: Ciudadano 170, Cédula: 1700000170
ID: 90, Nombre: Ciudadano 90, Cédula: 1700000090
ID: 430, Nombre: Ciudadano 430, Cédula: 1700000430
ID: 154, Nombre: Ciudadano 154, Cédula: 1700000154
ID: 114, Nombre: Ciudadano 114, Cédula: 1700000114
ID: 315, Nombre: Ciudadano 315, Cédula: 1700000315
ID: 18, Nombre: Ciudadano 18, Cédula: 1700000018
ID: 226, Nombre: Ciudadano 226, Cédula: 1700000226
ID: 214, Nombre: Ciudadano 214, Cédula: 1700000214
ID: 140, Nombre: Ciudadano 140, Cédula: 1700000140
ID: 61, Nombre: Ciudadano 61, Cédula: 1700000061
ID: 82, Nombre: Ciudadano 82, Cédula: 1700000082
ID: 397, Nombre: Ciudadano 397, Cédula: 1700000397
ID: 245, Nombre: Ciudadano 245, Cédula: 1700000245
ID: 202, Nombre: Ciudadano 202, Cédula: 1700000202
ID: 411, Nombre: Ciudadano 411, Cédula: 1700000411
ID: 343, Nombre: Ciudadano 343, Cédula: 1700000343
ID: 49, Nombre: Ciudadano 49, Cédula: 1700000049
ID: 95, Nombre: Ciudadano 95, Cédula: 1700000095
ID: 310, Nombre: Ciudadano 310, Cédula: 1700000310
ID: 247, Nombre: Ciudadano 247, Cédula: 1700000247
ID: 399, Nombre: Ciudadano 399, Cédula: 1700000399
ID: 395, Nombre: Ciudadano 395, Cédula: 1700000395
ID: 69, Nombre: Ciudadano 69, Cédula: 1700000069
ID: 393, Nombre: Ciudadano 393, Cédula: 1700000393

CIUDADANOS SOLO CON PFIZER (75 registros):
----------------------------------------------
ID: 105, Nombre: Ciudadano 105, Cédula: 1700000105
ID: 258, Nombre: Ciudadano 258, Cédula: 1700000258
ID: 264, Nombre: Ciudadano 264, Cédula: 1700000264
ID: 476, Nombre: Ciudadano 476, Cédula: 1700000476
ID: 390, Nombre: Ciudadano 390, Cédula: 1700000390
ID: 485, Nombre: Ciudadano 485, Cédula: 1700000485
ID: 173, Nombre: Ciudadano 173, Cédula: 1700000173
ID: 375, Nombre: Ciudadano 375, Cédula: 1700000375
ID: 300, Nombre: Ciudadano 300, Cédula: 1700000300
ID: 306, Nombre: Ciudadano 306, Cédula: 1700000306
ID: 223, Nombre: Ciudadano 223, Cédula: 1700000223
ID: 89, Nombre: Ciudadano 89, Cédula: 1700000089
ID: 449, Nombre: Ciudadano 449, Cédula: 1700000449
ID: 416, Nombre: Ciudadano 416, Cédula: 1700000416
ID: 423, Nombre: Ciudadano 423, Cédula: 1700000423
ID: 19, Nombre: Ciudadano 19, Cédula: 1700000019
ID: 17, Nombre: Ciudadano 17, Cédula: 1700000017
ID: 155, Nombre: Ciudadano 155, Cédula: 1700000155
ID: 27, Nombre: Ciudadano 27, Cédula: 1700000027
ID: 469, Nombre: Ciudadano 469, Cédula: 1700000469
ID: 406, Nombre: Ciudadano 406, Cédula: 1700000406
ID: 5, Nombre: Ciudadano 5, Cédula: 1700000005
ID: 79, Nombre: Ciudadano 79, Cédula: 1700000079
ID: 287, Nombre: Ciudadano 287, Cédula: 1700000287
ID: 359, Nombre: Ciudadano 359, Cédula: 1700000359
ID: 212, Nombre: Ciudadano 212, Cédula: 1700000212
ID: 432, Nombre: Ciudadano 432, Cédula: 1700000432
ID: 113, Nombre: Ciudadano 113, Cédula: 1700000113
ID: 7, Nombre: Ciudadano 7, Cédula: 1700000007
ID: 337, Nombre: Ciudadano 337, Cédula: 1700000337
ID: 396, Nombre: Ciudadano 396, Cédula: 1700000396
ID: 298, Nombre: Ciudadano 298, Cédula: 1700000298
ID: 186, Nombre: Ciudadano 186, Cédula: 1700000186
ID: 468, Nombre: Ciudadano 468, Cédula: 1700000468
ID: 16, Nombre: Ciudadano 16, Cédula: 1700000016
ID: 296, Nombre: Ciudadano 296, Cédula: 1700000296
ID: 130, Nombre: Ciudadano 130, Cédula: 1700000130
ID: 58, Nombre: Ciudadano 58, Cédula: 1700000058
ID: 442, Nombre: Ciudadano 442, Cédula: 1700000442
ID: 182, Nombre: Ciudadano 182, Cédula: 1700000182
ID: 64, Nombre: Ciudadano 64, Cédula: 1700000064
ID: 404, Nombre: Ciudadano 404, Cédula: 1700000404
ID: 78, Nombre: Ciudadano 78, Cédula: 1700000078
ID: 21, Nombre: Ciudadano 21, Cédula: 1700000021
ID: 110, Nombre: Ciudadano 110, Cédula: 1700000110
ID: 123, Nombre: Ciudadano 123, Cédula: 1700000123
ID: 249, Nombre: Ciudadano 249, Cédula: 1700000249
ID: 443, Nombre: Ciudadano 443, Cédula: 1700000443
ID: 187, Nombre: Ciudadano 187, Cédula: 1700000187
ID: 84, Nombre: Ciudadano 84, Cédula: 1700000084
ID: 138, Nombre: Ciudadano 138, Cédula: 1700000138
ID: 495, Nombre: Ciudadano 495, Cédula: 1700000495
ID: 313, Nombre: Ciudadano 313, Cédula: 1700000313
ID: 160, Nombre: Ciudadano 160, Cédula: 1700000160
ID: 289, Nombre: Ciudadano 289, Cédula: 1700000289
ID: 137, Nombre: Ciudadano 137, Cédula: 1700000137
ID: 14, Nombre: Ciudadano 14, Cédula: 1700000014
ID: 257, Nombre: Ciudadano 257, Cédula: 1700000257
ID: 43, Nombre: Ciudadano 43, Cédula: 1700000043
ID: 98, Nombre: Ciudadano 98, Cédula: 1700000098
ID: 491, Nombre: Ciudadano 491, Cédula: 1700000491
ID: 195, Nombre: Ciudadano 195, Cédula: 1700000195
ID: 29, Nombre: Ciudadano 29, Cédula: 1700000029
ID: 365, Nombre: Ciudadano 365, Cédula: 1700000365
ID: 243, Nombre: Ciudadano 243, Cédula: 1700000243
ID: 472, Nombre: Ciudadano 472, Cédula: 1700000472
ID: 184, Nombre: Ciudadano 184, Cédula: 1700000184
ID: 497, Nombre: Ciudadano 497, Cédula: 1700000497
ID: 62, Nombre: Ciudadano 62, Cédula: 1700000062
ID: 91, Nombre: Ciudadano 91, Cédula: 1700000091
ID: 263, Nombre: Ciudadano 263, Cédula: 1700000263
ID: 350, Nombre: Ciudadano 350, Cédula: 1700000350
ID: 189, Nombre: Ciudadano 189, Cédula: 1700000189
ID: 57, Nombre: Ciudadano 57, Cédula: 1700000057
ID: 127, Nombre: Ciudadano 127, Cédula: 1700000127

CIUDADANOS SOLO CON ASTRAZENECA (75 registros):
---------------------------------------------------
ID: 9, Nombre: Ciudadano 9, Cédula: 1700000009
ID: 35, Nombre: Ciudadano 35, Cédula: 1700000035
ID: 483, Nombre: Ciudadano 483, Cédula: 1700000483
ID: 270, Nombre: Ciudadano 270, Cédula: 1700000270
ID: 479, Nombre: Ciudadano 479, Cédula: 1700000479
ID: 141, Nombre: Ciudadano 141, Cédula: 1700000141
ID: 253, Nombre: Ciudadano 253, Cédula: 1700000253
ID: 81, Nombre: Ciudadano 81, Cédula: 1700000081
ID: 15, Nombre: Ciudadano 15, Cédula: 1700000015
ID: 410, Nombre: Ciudadano 410, Cédula: 1700000410
ID: 278, Nombre: Ciudadano 278, Cédula: 1700000278
ID: 39, Nombre: Ciudadano 39, Cédula: 1700000039
ID: 400, Nombre: Ciudadano 400, Cédula: 1700000400
ID: 161, Nombre: Ciudadano 161, Cédula: 1700000161
ID: 145, Nombre: Ciudadano 145, Cédula: 1700000145
ID: 25, Nombre: Ciudadano 25, Cédula: 1700000025
ID: 439, Nombre: Ciudadano 439, Cédula: 1700000439
ID: 294, Nombre: Ciudadano 294, Cédula: 1700000294
ID: 408, Nombre: Ciudadano 408, Cédula: 1700000408
ID: 148, Nombre: Ciudadano 148, Cédula: 1700000148
ID: 482, Nombre: Ciudadano 482, Cédula: 1700000482
ID: 357, Nombre: Ciudadano 357, Cédula: 1700000357
ID: 31, Nombre: Ciudadano 31, Cédula: 1700000031
ID: 417, Nombre: Ciudadano 417, Cédula: 1700000417
ID: 158, Nombre: Ciudadano 158, Cédula: 1700000158
ID: 444, Nombre: Ciudadano 444, Cédula: 1700000444
ID: 291, Nombre: Ciudadano 291, Cédula: 1700000291
ID: 474, Nombre: Ciudadano 474, Cédula: 1700000474
ID: 67, Nombre: Ciudadano 67, Cédula: 1700000067
ID: 100, Nombre: Ciudadano 100, Cédula: 1700000100
ID: 151, Nombre: Ciudadano 151, Cédula: 1700000151
ID: 459, Nombre: Ciudadano 459, Cédula: 1700000459
ID: 320, Nombre: Ciudadano 320, Cédula: 1700000320
ID: 372, Nombre: Ciudadano 372, Cédula: 1700000372
ID: 288, Nombre: Ciudadano 288, Cédula: 1700000288
ID: 268, Nombre: Ciudadano 268, Cédula: 1700000268
ID: 452, Nombre: Ciudadano 452, Cédula: 1700000452
ID: 131, Nombre: Ciudadano 131, Cédula: 1700000131
ID: 358, Nombre: Ciudadano 358, Cédula: 1700000358
ID: 55, Nombre: Ciudadano 55, Cédula: 1700000055
ID: 170, Nombre: Ciudadano 170, Cédula: 1700000170
ID: 90, Nombre: Ciudadano 90, Cédula: 1700000090
ID: 430, Nombre: Ciudadano 430, Cédula: 1700000430
ID: 154, Nombre: Ciudadano 154, Cédula: 1700000154
ID: 114, Nombre: Ciudadano 114, Cédula: 1700000114
ID: 315, Nombre: Ciudadano 315, Cédula: 1700000315
ID: 18, Nombre: Ciudadano 18, Cédula: 1700000018
ID: 226, Nombre: Ciudadano 226, Cédula: 1700000226
ID: 214, Nombre: Ciudadano 214, Cédula: 1700000214
ID: 26, Nombre: Ciudadano 26, Cédula: 1700000026
ID: 140, Nombre: Ciudadano 140, Cédula: 1700000140
ID: 61, Nombre: Ciudadano 61, Cédula: 1700000061
ID: 478, Nombre: Ciudadano 478, Cédula: 1700000478
ID: 82, Nombre: Ciudadano 82, Cédula: 1700000082
ID: 397, Nombre: Ciudadano 397, Cédula: 1700000397
ID: 245, Nombre: Ciudadano 245, Cédula: 1700000245
ID: 464, Nombre: Ciudadano 464, Cédula: 1700000464
ID: 422, Nombre: Ciudadano 422, Cédula: 1700000422
ID: 37, Nombre: Ciudadano 37, Cédula: 1700000037
ID: 405, Nombre: Ciudadano 405, Cédula: 1700000405
ID: 202, Nombre: Ciudadano 202, Cédula: 1700000202
ID: 411, Nombre: Ciudadano 411, Cédula: 1700000411
ID: 343, Nombre: Ciudadano 343, Cédula: 1700000343
ID: 332, Nombre: Ciudadano 332, Cédula: 1700000332
ID: 49, Nombre: Ciudadano 49, Cédula: 1700000049
ID: 323, Nombre: Ciudadano 323, Cédula: 1700000323
ID: 95, Nombre: Ciudadano 95, Cédula: 1700000095
ID: 310, Nombre: Ciudadano 310, Cédula: 1700000310
ID: 247, Nombre: Ciudadano 247, Cédula: 1700000247
ID: 399, Nombre: Ciudadano 399, Cédula: 1700000399
ID: 418, Nombre: Ciudadano 418, Cédula: 1700000418
ID: 395, Nombre: Ciudadano 395, Cédula: 1700000395
ID: 69, Nombre: Ciudadano 69, Cédula: 1700000069
ID: 393, Nombre: Ciudadano 393, Cédula: 1700000393
ID: 466, Nombre: Ciudadano 466, Cédula: 1700000466

